Position(bp)  Rate(cM/Mb)     Map(cM)
   108547639     0.000765  108.534434
   108550895     0.000765  108.534437
   108552809     0.000765  108.534438
   108553399     0.000765  108.534438
   108558287     0.000765  108.534442
   108559175     0.000765  108.534443
   108563970     0.000765  108.534447
   108569461     0.000766  108.534451
   108580482     0.000766  108.534459
   108580639     0.000766  108.534459
   108580955     0.000766  108.534460
   108582036     0.000777  108.534460
   108583693     0.001174  108.534462
   108583740     0.001507  108.534462
   108585045     0.009777  108.534464
   108587885     0.222076  108.534491
   108588758     0.276145  108.534685
   108593683     0.205376  108.536045
   108593972     0.159820  108.536105
   108594053     0.135766  108.536118
   108594655     2.459106  108.536199
   108595015     0.192167  108.537085
   108595267     0.226889  108.537133
   108595339     0.264299  108.537149
   108595633     0.349353  108.537227
   108595691     0.421139  108.537247
   108597589     0.090394  108.538047
   108597920     0.010276  108.538077
   108598006     0.009752  108.538078
   108598964     0.009283  108.538087
   108599505     0.009283  108.538092
   108600979     0.009283  108.538106
   108605559     0.009283  108.538148
   108606027     0.009496  108.538152
   108606067     0.009575  108.538153
   108607079     0.009817  108.538162
   108607496     0.010120  108.538167
   108607973     0.011032  108.538171
   108608797     0.028954  108.538180
   108608823     0.043595  108.538181
   108611601     0.053532  108.538302
   108612670     0.060587  108.538360
   108613006     0.252868  108.538380
   108613630     1.929525  108.538538
   108614350     2.562791  108.539927
   108617053     1.724533  108.546854
   108618251     1.029491  108.548920
   108618645     0.772062  108.549326
   108618730     0.571219  108.549391
   108619972     0.567382  108.550101
   108622912     0.565219  108.551769
   108624635     0.569269  108.552743
   108626392     0.568602  108.553743
   108626436     0.568117  108.553768
   108626923     0.568025  108.554045
   108626958     0.567901  108.554065
   108627203     0.592076  108.554204
   108628052     0.591593  108.554706
   108629512     0.591239  108.555570
   108637520     0.666371  108.560305
   108637996     4.530181  108.560622
   108638445     7.719860  108.562656
   108639798     7.723222  108.573101
   108641956     7.658696  108.589768
   108643417     8.306102  108.600957
   108644043     8.149673  108.606157
   108644946     7.926316  108.613516
   108649375     7.767536  108.648622
   108649678     7.765399  108.650975
   108655019     7.888385  108.692450
   108656414     3.323844  108.703454
   108673725     3.308776  108.760993
   108676076     3.116238  108.768772
   108676797     3.116229  108.771019
   108677717     3.045643  108.773886
   108681230     3.040538  108.784585
   108682301     3.034594  108.787842
   108684908     3.041598  108.795753
   108686594     3.315315  108.800881
   108687972     0.209354  108.805450
   108688491     0.088369  108.805558
   108693396     0.088778  108.805992
   108693638     0.089515  108.806013
   108693648     0.089904  108.806014
   108694139     0.090562  108.806058
   108694749     0.092301  108.806114
   108696981     0.110372  108.806320
   108698082     0.160357  108.806441
   108699434     1.995154  108.806658
   108699686     7.406720  108.807161
   108701944     7.174092  108.823885
   108701952     6.959950  108.823942
   108702059     0.280433  108.824687
   108702499     0.190695  108.824811
   108702640     0.183827  108.824837
   108704525     0.183717  108.825184
   108708280     0.185211  108.825874
   108708480     0.187638  108.825911
   108708552     0.187636  108.825924
   108712451     0.190268  108.826656
   108712712     0.192822  108.826706
   108712900     0.195416  108.826742
   108713033     0.197242  108.826768
   108714645     0.991444  108.827086
   108716593     4.484547  108.829017
   108716883     4.865972  108.830318
   108721250     4.863140  108.851567
   108721905     4.863444  108.854753
   108723168     5.753744  108.860895
   108723438     5.905455  108.862449
   108724046     3.472239  108.866039
   108724593     3.833861  108.867939
   108724822     1.838680  108.868817
   108724926     1.452877  108.869008
   108725136     1.403943  108.869313
   108726280     1.303974  108.870919
   108726893     1.406332  108.871718
   108727410     0.250054  108.872445
   108727928     0.616371  108.872575
   108730795     1.176840  108.874342
   108731203     0.155698  108.874822
   108731652     0.140448  108.874892
   108735505     0.000407  108.875433
   108736337     0.000231  108.875434
   108736681     0.000231  108.875434
   108741157     0.000231  108.875435
   108742727     0.000231  108.875435
   108744008     0.000231  108.875435
   108744178     0.000231  108.875435
   108747674     0.000231  108.875436
   108748135     0.000231  108.875436
   108748700     0.000231  108.875436
   108750688     0.000231  108.875437
   108751672     0.000231  108.875437
   108758257     0.000231  108.875439
   108762976     0.000231  108.875440
   108763223     0.000231  108.875440
   108763607     0.000231  108.875440
   108769385     0.000231  108.875441
   108769684     0.000231  108.875441
   108774570     0.000231  108.875442
   108780949     0.000231  108.875444
   108784303     0.000231  108.875445
   108786314     0.000231  108.875445
   108787014     0.000231  108.875445
   108787973     0.000231  108.875446
   108791482     0.139887  108.875446
   108792848     0.398904  108.875637
   108795179     0.071736  108.876567
   108800835     0.071736  108.876973
   108804634     0.000485  108.877246
   108805932     0.000290  108.877246
   108807861     0.000290  108.877247
   108809463     0.000290  108.877247
   108811355     0.000290  108.877248
   108811702     0.000290  108.877248
   108813504     0.000290  108.877248
   108814448     0.000290  108.877249
   108816422     0.000290  108.877249
   108818396     0.000290  108.877250
   108818559     0.000290  108.877250
   108820268     0.000290  108.877250
   108820506     0.000290  108.877250
   108820900     0.000290  108.877251
   108821751     0.000290  108.877251
   108822708     0.000290  108.877251
   108822927     0.000290  108.877251
   108823401     0.000290  108.877251
   108823476     0.000290  108.877251
   108824447     0.000290  108.877252
   108825655     0.000290  108.877252
   108825934     0.000290  108.877252
   108826890     0.000290  108.877252
   108827113     0.000290  108.877252
   108827481     0.000290  108.877252
   108827759     0.000290  108.877252
   108829551     0.000290  108.877253
   108829651     0.000290  108.877253
   108829908     0.000290  108.877253
   108831199     0.000310  108.877253
   108832240     0.142667  108.877254
   108832955     0.605635  108.877356
   108833816     0.003558  108.877877
   108835001     0.003561  108.877881
   108836913     0.003561  108.877888
   108837413     0.017805  108.877890
   108838306    11.999234  108.877906
   108838382     4.080489  108.878818
   108838604     0.008653  108.879724
   108839564     0.025072  108.879732
   108843648     0.025072  108.879834
   108844058     0.025072  108.879845
   108844528     0.043947  108.879857
   108844897     0.028284  108.879873
   108853929     0.164658  108.880128
   108858672     0.430731  108.880909
   108862106     7.243679  108.882388
   108865863     7.243679  108.909603
   108867177    29.793498  108.919121
   108867302    34.119223  108.922845
   108870459    17.164946  109.030560
   108870605     0.828533  109.033066
   108871223     0.348231  109.033578
   108872044     0.348103  109.033864
   108874930     0.339719  109.034868
   108876520     0.338376  109.035408
   108878663     0.338297  109.036134
   108882091     0.253929  109.037293
   108882462     0.254408  109.037387
   108887100     1.512486  109.038567
   108887204     3.191297  109.038725
   108887655     1.976814  109.040164
   108895247     0.061586  109.055172
   108903334     0.060929  109.055670
   108904729     0.060611  109.055755
   108906967     0.054563  109.055891
   108909411     0.043681  109.056024
   108911767     0.035290  109.056127
   108917757     0.033625  109.056338
   108917773     0.032620  109.056339
   108921986     0.032606  109.056476
   108922514     0.032606  109.056493
   108927229     0.032617  109.056647
   108933336     0.032617  109.056846
   108936911     0.033011  109.056963
   108946107     0.033011  109.057267
   108946513     0.033270  109.057280
   108954988     0.033270  109.057562
   108959723     0.033270  109.057719
   108962569     0.058826  109.057814
   108962662     0.083527  109.057820
   108964592     0.095508  109.057981
   108966425     0.101055  109.058156
   108973339     0.101061  109.058855
   108973841     0.101214  109.058905
   108977865     0.101253  109.059313
   108981833     0.101253  109.059714
   108983558     0.101317  109.059889
   108986309     1.432319  109.060168
   108989438     0.108511  109.064649
   108993534     0.109698  109.065094
   108993634     0.112274  109.065105
   108994769     0.126843  109.065232
   108996570     0.241372  109.065461
   108997555     1.188584  109.065699
   109005102     1.188590  109.074669
   109006457     0.984814  109.076279
   109008568     0.984767  109.078358
   109012237     0.861427  109.081971
   109018120     1.198836  109.087039
   109022795     1.229163  109.092644
   109023553     8.261655  109.093575
   109025901    10.397357  109.112974
   109026897    10.418298  109.123330
   109027114    10.426709  109.125590
   109027700    18.512569  109.131700
   109027803    31.769216  109.133607
   109028558    31.937366  109.157593
   109029018    24.925632  109.172284
   109029142    21.566236  109.175375
   109029155    12.506738  109.175655
   109030274     4.525414  109.189650
   109030956     4.525382  109.192737
   109031710     4.523990  109.196149
   109034447     4.523611  109.208531
   109035480     4.523805  109.213204
   109036281     4.533256  109.216827
   109036840    10.246669  109.219361
   109036952    10.670865  109.220509
   109037237     9.020590  109.223550
   109038462     5.123482  109.234600
   109038630     4.533341  109.235461
   109039367     4.532103  109.238802
   109040478     4.531835  109.243837
   109040778     4.532656  109.245197
   109041451     8.346034  109.248247
   109042195     8.484411  109.254457
   109042780    18.489194  109.259420
   109042784    22.890247  109.259494
   109047727    22.890247  109.372641
   109050018     0.422908  109.425082
   109054587     0.393708  109.427015
   109055653     0.388298  109.427434
   109055824     0.385056  109.427501
   109057282     0.388485  109.428062
   109057635     0.391469  109.428199
   109060783     0.392032  109.429432
   109063311     0.394904  109.430423
   109064468     0.466624  109.430880
   109065690     1.501810  109.431450
   109067000     1.496614  109.433417
   109068513     1.495112  109.435682
   109071010     1.455157  109.439415
   109071043     1.468690  109.439463
   109071961     3.675813  109.440811
   109072917     5.675537  109.444325
   109073256     5.971827  109.446249
   109073996     1.043431  109.450668
   109076497     0.250496  109.453278
   109078898     0.185396  109.453879
   109078974     0.147516  109.453893
   109079989     0.147662  109.454043
   109081438     0.147735  109.454257
   109081512     0.147772  109.454268
   109085400     0.041014  109.454843
   109085618     0.008691  109.454852
   109087030     0.011080  109.454864
   109088887     0.041130  109.454884
   109089049     0.069398  109.454891
   109089178     0.097548  109.454900
   109091353     0.165365  109.455112
   109092305     0.123999  109.455270
   109092833     0.114767  109.455335
   109093323     0.112462  109.455391
   109094393     0.112347  109.455512
   109096267     0.113466  109.455722
   109096770     0.117856  109.455779
   109096935     0.123253  109.455799
   109097142     0.127312  109.455824
   109097637     0.132555  109.455887
   109098782     0.138212  109.456039
   109103094     0.138219  109.456635
   109104201     0.138211  109.456788
   109104687     0.138382  109.456855
   109106747     0.136939  109.457140
   109107601     0.134661  109.457257
   109114463     0.369351  109.458181
   109115076     0.358456  109.458408
   109115218     0.348234  109.458459
   109115236     0.335653  109.458465
   109116078     0.381132  109.458747
   109120944     0.146452  109.460602
   109122394     0.111099  109.460814
   109123428     0.103838  109.460929
   109124630     0.105445  109.461054
   109129702     0.162057  109.461589
   109129790     0.216546  109.461603
   109130268     9.203227  109.461707
   109133056     5.882094  109.487365
   109135405     5.882094  109.501182
   109136242     0.485583  109.506106
   109137937     0.329829  109.506929
   109148347     0.329463  109.510362
   109148942     0.329290  109.510558
   109152462     0.329290  109.511717
   109152565     0.329285  109.511751
   109154169     0.329285  109.512279
   109157470     0.329285  109.513366
   109158520     0.329285  109.513712
   109159002     0.329312  109.513871
   109159248     0.329315  109.513952
   109159764     0.329340  109.514122
   109160165     0.329711  109.514254
   109161191     0.369359  109.514592
   109161382     0.463654  109.514663
   109165490     0.465265  109.516567
   109165907     0.466624  109.516761
   109166503     0.467927  109.517039
   109166526     0.468941  109.517050
   109167090     0.470554  109.517315
   109167576     0.472881  109.517543
   109168738     0.477092  109.518093
   109172185     0.482355  109.519737
   109172551     0.489596  109.519914
   109173031     0.522254  109.520149
   109173476     0.523748  109.520381
   109175052     0.527090  109.521207
   109176005     0.528024  109.521709
   109176051     0.533824  109.521733
   109178549     0.604710  109.523067
   109181454     0.595101  109.524824
   109186258     1.166017  109.527682
   109189568     1.165723  109.531542
   109194536     1.196581  109.537333
   109196664     1.179507  109.539880
   109197403     0.213833  109.540751
   109198540     0.211641  109.540994
   109202195     0.217267  109.541768
   109202451     0.221748  109.541824
   109203029     0.241253  109.541952
   109203458     0.515817  109.542055
   109206199     0.293150  109.543469
   109206317     0.258172  109.543504
   109206541     0.173582  109.543562
   109206594     0.094667  109.543571
   109207210     0.084488  109.543629
   109207272     0.074952  109.543634
   109208705     0.072088  109.543742
   109209433     0.068147  109.543794
   109210444     0.068060  109.543863
   109210762     0.067136  109.543885
   109211147     0.066499  109.543911
   109217429     0.067791  109.544328
   109221225     0.207179  109.544586
   109227951     0.204411  109.545979
   109231313     0.218277  109.546666
   109231588     0.320492  109.546726
   109232545     0.149231  109.547033
   109233628     0.069460  109.547195
   109239239     0.069790  109.547584
   109240126     0.070110  109.547646
   109244873     0.070424  109.547979
   109248535     0.070422  109.548237
   109250572     0.070477  109.548380
   109253769     0.070672  109.548606
   109254789     0.070843  109.548678
   109255309     0.071038  109.548715
   109258729    15.139135  109.548958
   109259678    19.312503  109.563325
   109264873    19.416198  109.663653
   109264887    19.467854  109.663925
   109265534     1.806432  109.676521
   109272410     1.136635  109.688942
   109272856     0.419290  109.689449
   109284323     0.418117  109.694257
   109284482     0.521934  109.694323
   109285322     0.404329  109.694762
   109291468     0.178771  109.697247
   109292188     0.121762  109.697375
   109295832     0.114265  109.697819
   109296696     0.097694  109.697918
   109297892     0.065034  109.698035
   109298414     0.036120  109.698069
   109300095     0.024528  109.698129
   109305555     0.024254  109.698263
   109308383     0.024207  109.698332
   109313740     0.024242  109.698461
   109322396     2.204680  109.698671
   109324607     2.169386  109.703546
   109325486     0.146121  109.705453
   109330737     0.146110  109.706220
   109331326     0.145910  109.706306
   109345238     0.145910  109.708336
   109354937     0.436010  109.709751
   109355128     0.494521  109.709834
   109358807     0.031134  109.711654
   109362969     0.018627  109.711783
   109365260     0.017730  109.711826
   109368709     0.018118  109.711887
   109369578     0.023876  109.711903
   109369916     0.035032  109.711911
   109374464     0.195757  109.712070
   109375110     0.644477  109.712197
   109377000     0.208560  109.713415
   109377319     0.262141  109.713481
   109378119     0.400379  109.713691
   109381385     0.402881  109.714999
   109382173     0.402944  109.715316
   109385817     0.405959  109.716784
   109386457     0.415324  109.717044
   109386996     2.050446  109.717268
   109387503     0.607928  109.718308
   109387545     0.636237  109.718333
   109387740     0.617640  109.718457
   109387928     0.647345  109.718573
   109389233     0.696941  109.719418
   109394499     4.043133  109.723088
   109394651     2.297244  109.723703
   109394721     0.247016  109.723864
   109396576     0.243171  109.724322
   109398095     0.242052  109.724691
   109398288     0.241449  109.724738
   109401419     0.241208  109.725494
   109403458     0.241146  109.725986
   109403944     0.241132  109.726103
   109412333     4.801696  109.728126
   109419165     4.804339  109.760931
   109420035     4.805934  109.765111
   109424029     0.184387  109.784306
   109426100     0.184286  109.784688
   109426949     0.967250  109.784844
   109432562     0.743118  109.790273
   109434280     0.427434  109.791550
   109435629     0.176127  109.792127
   109440496     0.176124  109.792984
   109444139     0.176140  109.793625
   109445992     0.176161  109.793952
   109455799     0.176166  109.795679
   109461196     0.176166  109.796630
   109467533     0.176201  109.797746
   109468707     0.176222  109.797953
   109470496     0.176239  109.798269
   109470854     0.176272  109.798332
   109471360     0.176043  109.798421
   109485665     0.176068  109.800939
   109486099     0.176069  109.801016
   109486457     0.176073  109.801079
   109487650     0.176076  109.801289
   109488338     0.176076  109.801410
   109488818     0.176072  109.801494
   109505824     0.176169  109.804489
   109521411     0.177775  109.807235
   109526381     0.184350  109.808118
   109528876     0.196418  109.808578
   109532692     0.206318  109.809328
   109537062     0.217451  109.810229
   109545393     0.220010  109.812041
   109552667     3.716787  109.813641
   109581594     3.736547  109.921157
   109583489     3.772642  109.928237
   109592091     4.266109  109.960690
   109596783     4.276946  109.980706
   109599750     4.276523  109.993396
   109602232     2.017184  110.004010
   109603183     1.852849  110.005929
   109605495     1.720909  110.010212
   109606687     1.676590  110.012264
   109607742     1.662181  110.014033
   109607954     1.630524  110.014385
   109608659     1.497536  110.015534
   109608801     1.377430  110.015747
   109609999     1.306687  110.017397
   109612109     1.306715  110.020154
   109613105     1.306800  110.021456
   109614281     1.305861  110.022993
   109617551     1.256961  110.027263
   109618308     1.229976  110.028214
   109620908     1.283642  110.031412
   109623525    17.972470  110.034772
   109624673    18.130893  110.055404
   109627181     1.205123  110.100876
   109627848     1.175251  110.101680
   109630092     1.178350  110.104317
   109630707     1.185285  110.105042
   109632528     1.217953  110.107200
   109633210     1.252041  110.108031
   109634088     1.325322  110.109130
   109635217     1.366497  110.110627
   109635555     1.410034  110.111088
   109637212     1.331990  110.113425
   109637396     1.290367  110.113670
   109637415     1.254635  110.113695
   109638474     1.253430  110.115023
   109638792     1.254244  110.115422
   109640055     1.256287  110.117006
   109644409     1.256032  110.122476
   109647497     1.674459  110.126354
   109653638     1.673981  110.136637
   109655203     1.673857  110.139257
   109660201     1.607884  110.147623
   109664899     1.607688  110.155177
   109669823     4.144693  110.163093
   109669829     6.672416  110.163118
   109671384     1.697983  110.173494
   109678670     1.680645  110.185865
   109679650     1.437667  110.187512
   109680113     1.206331  110.188178
   109684139     0.874130  110.193034
   109689152     3.372481  110.197416
   109689468    15.947743  110.198482
   109693443     0.114310  110.261874
   109694685     0.109668  110.262016
   109697766     0.110457  110.262354
   109698584     0.112612  110.262445
   109698759     1.003738  110.262464
   109699276     1.046358  110.262983
   109699539     0.282532  110.263258
   109701864     0.451250  110.263915
   109702557     0.448123  110.264228
   109702864     3.958960  110.264366
   109703961     0.436552  110.268709
   109704185     0.988271  110.268806
   109705634     0.342457  110.270238
   109706141     0.341882  110.270412
   109707641     0.342784  110.270925
   109709413     0.004729  110.271532
   109713528     0.004729  110.271552
   109714624     0.004726  110.271557
   109715183     0.004733  110.271560
   109716407     0.004720  110.271565
   109716989     0.005010  110.271568
   109718772     0.771048  110.271577
   109719064     0.771044  110.271802
   109723154     0.004099  110.274956
   109727878     0.004099  110.274975
   109727883     0.004099  110.274975
   109728226     0.004099  110.274977
   109728695     0.004099  110.274978
   109739964     0.004099  110.275025
   109740592     0.004087  110.275027
   109743234     0.004087  110.275038
   109752548     0.004087  110.275076
   109756568     0.004087  110.275092
   109757981     0.004088  110.275098
   109758608     0.004095  110.275101
   109760367     0.004095  110.275108
   109760933     0.004095  110.275110
   109761013     0.004095  110.275111
   109761033     0.004095  110.275111
   109761278     0.004120  110.275112
   109761850     0.004192  110.275114
   109762653     0.004565  110.275117
   109763120     0.004565  110.275120
   109763603     6.999951  110.275122
   109766756    11.827623  110.297193
   109766813    11.847489  110.297867
   109766954    11.548725  110.299537
   109767271     6.388140  110.303198
   109768839     6.384454  110.313215
   109769733     6.383586  110.318923
   109774409     0.075345  110.348772
   109774654     0.633489  110.348791
   109775671     0.309475  110.349435
   109775713     0.146666  110.349448
   109775721     0.000298  110.349449
   109776088     0.000295  110.349449
   109777306     0.000284  110.349450
   109778405     0.000284  110.349450
   109778729     0.000284  110.349450
   109779387     0.000284  110.349450
   109779999     0.000284  110.349450
   109780229     0.000284  110.349450
   109780426     0.000284  110.349450
   109781243     0.000284  110.349451
   109781800     0.000284  110.349451
   109784640     0.000284  110.349452
   109787954     0.000284  110.349453
   109788727     0.000284  110.349453
   109789335     0.000284  110.349453
   109789616     0.000284  110.349453
   109789900     0.000284  110.349453
   109795316     0.000284  110.349455
   109796392     0.000284  110.349455
   109802133     0.000284  110.349457
   109802674     0.000284  110.349457
   109806482     0.000284  110.349458
   109809489     0.000285  110.349459
   109810458     0.002374  110.349459
   109810649     0.011006  110.349459
   109810714     0.021925  110.349460
   109816218     1.543316  110.349581
   109816550     0.000914  110.350093
   109818026     0.000914  110.350095
   109818258     0.000914  110.350095
   109820068     0.000914  110.350096
   109820220     0.000914  110.350097
   109822030     0.000914  110.350098
   109823127     0.000914  110.350099
   109823198     0.000914  110.350099
   109823282     0.000914  110.350099
   109823553     0.000914  110.350100
   109824462     0.000914  110.350100
   109827622     0.000914  110.350103
   109827725     0.000914  110.350103
   109829677     0.000914  110.350105
   109829741     0.000914  110.350105
   109830714     0.148704  110.350106
   109833420     1.080621  110.350509
   109835086     0.044117  110.352309
   109835230     0.000081  110.352315
   109839225     0.000080  110.352316
   109840233     0.000080  110.352316
   109840253     0.000078  110.352316
   109858647     0.000078  110.352317
   109865707     0.000078  110.352318
   109866545     0.000078  110.352318
   109867426     0.000078  110.352318
   109868315     0.000078  110.352318
   109869935     0.000078  110.352318
   109876267     0.000078  110.352318
   109879017     0.000078  110.352319
   109879828     0.000078  110.352319
   109879876     0.000078  110.352319
   109880402     0.000078  110.352319
   109880410     0.000078  110.352319
   109881597     0.000078  110.352319
   109881740     0.000078  110.352319
   109881780     0.000078  110.352319
   109882597     0.000078  110.352319
   109882692     0.000078  110.352319
   109883087     0.000078  110.352319
   109888732     0.000078  110.352319
   109889570     0.000078  110.352319
   109889662     0.000078  110.352319
   109890023     0.000078  110.352320
   109890221     0.000078  110.352320
   109890719     0.000078  110.352320
   109892480     0.000078  110.352320
   109892754     0.000078  110.352320
   109895249     0.000078  110.352320
   109897121     0.000078  110.352320
   109907243     0.000078  110.352321
   109907482     0.000078  110.352321
   109909035     1.821125  110.352321
   109910702     0.000134  110.355357
   109912758     0.000134  110.355357
   109912906     0.000134  110.355357
   109915180     0.000134  110.355357
   109917734     0.000134  110.355358
   109918851     0.000135  110.355358
   109918881     0.000134  110.355358
   109920065     0.000134  110.355358
   109921540     0.000134  110.355358
   109921910     0.000134  110.355358
   109923280     0.000134  110.355358
   109923384     0.000134  110.355359
   109923910     0.000134  110.355359
   109923990     0.000134  110.355359
   109925412     0.000134  110.355359
   109926710     0.000134  110.355359
   109927567     0.000134  110.355359
   109928432     0.000134  110.355359
   109929063     0.000134  110.355359
   109929506     0.000134  110.355359
   109929651     0.000134  110.355359
   109930730     0.000134  110.355359
   109931042     0.000134  110.355360
   109931799     0.040182  110.355360
   109931856     0.462477  110.355362
   109933926     0.462604  110.356319
   109935846     0.235926  110.357207
   109935983     0.109520  110.357240
   109937543     0.111170  110.357411
   109938188     4.476128  110.357482
   109938369     0.151686  110.358293
   109939205     0.151835  110.358419
   109940046     0.158743  110.358547
   109940296     4.346160  110.358587
   109940577     5.248715  110.359808
   109942700     1.134220  110.370951
   109944292     1.133697  110.372757
   109945477     1.131003  110.374100
   109947012     1.079407  110.375836
   109948679     1.058080  110.377636
   109952652     0.904280  110.381839
   109954089     0.913228  110.383139
   109954487     0.954277  110.383502
   109956364     1.540014  110.385293
   109957327     1.539632  110.386776
   109957872     1.467664  110.387616
   109958514     0.858182  110.388558
   109960264     0.858425  110.390060
   109960527     0.858716  110.390285
   109965216     0.818831  110.394312
   109966860     0.787797  110.395658
   109968161     0.779594  110.396683
   109968369     0.774031  110.396845
   109968387     0.071592  110.396859
   109968448     0.066206  110.396863
   109969477     0.065566  110.396932
   109969573     0.065152  110.396938
   109972604     0.065141  110.397135
   109973286     0.065207  110.397180
   109974443     0.065471  110.397255
   109974484     0.065606  110.397258
   109975224     0.318350  110.397306
   109975301     7.030290  110.397331
   109977473     1.574144  110.412601
   109977601     0.320549  110.412802
   109978360     0.260211  110.413046
   109979091     0.153441  110.413236
   109979235     0.072585  110.413258
   109981645     0.072548  110.413433
   109982027     0.072513  110.413460
   109984315     0.072521  110.413626
   109984425     0.072508  110.413634
   109985664     0.072508  110.413724
   109986124     0.072510  110.413758
   109987364     0.072522  110.413847
   109987704     0.072566  110.413872
   109988344     0.072568  110.413919
   109988963     0.072589  110.413963
   109990596     0.072650  110.414082
   109993102     0.072777  110.414264
   109993199     0.072853  110.414271
   109993459     0.072958  110.414290
   109993693     0.073163  110.414307
   109994233     0.073344  110.414347
   109997336     0.074046  110.414574
   109998368     0.075681  110.414651
   110002340     0.174591  110.414951
   110003962     0.174601  110.415234
   110004310     0.074361  110.415295
   110005836     0.073560  110.415409
   110009340     0.072420  110.415666
   110012604     0.072078  110.415903
   110014478     0.071661  110.416038
   110015041     0.071314  110.416078
   110015920     0.070901  110.416141
   110022503     0.070894  110.416608
   110024593     0.070884  110.416756
   110024650     0.070876  110.416760
   110025782     0.070887  110.416840
   110026301     0.070938  110.416877
   110027910     0.072413  110.416991
   110028402     0.075338  110.417027
   110029740     0.079750  110.417127
   110030681     0.085484  110.417203
   110034155     0.106786  110.417499
   110034830     0.129397  110.417572
   110039716     0.129868  110.418204
   110040665     0.129833  110.418327
   110041637     0.129508  110.418453
   110045539     0.109182  110.418959
   110047009     0.098376  110.419119
   110047720     0.092881  110.419189
   110049704     0.079955  110.419373
   110051405     0.059218  110.419509
   110054139     0.053591  110.419671
   110057445     0.032464  110.419848
   110057694     0.031457  110.419856
   110059846     0.031360  110.419924
   110066937     0.031359  110.420147
   110072335     0.031359  110.420316
   110074343     0.031359  110.420379
   110076616     0.031359  110.420450
   110079179     0.031359  110.420530
   110092018     0.031359  110.420933
   110092042     0.031359  110.420934
   110098562     0.031359  110.421138
   110101104     0.110143  110.421218
   110101181     0.204017  110.421226
   110101949     0.214684  110.421383
   110103247     0.224044  110.421662
   110105876     0.161206  110.422251
   110105989     0.085306  110.422269
   110106230     0.026265  110.422290
   110107819     0.023792  110.422331
   110110426     0.023792  110.422393
   110111498     0.023777  110.422419
   110111942     0.023777  110.422429
   110112034     0.023777  110.422432
   110113537     0.023773  110.422467
   110113617     0.023773  110.422469
   110114432     0.023773  110.422489
   110114883     0.023773  110.422499
   110115241     0.023773  110.422508
   110115456     0.023773  110.422513
   110118139     0.023767  110.422577
   110120176     0.023765  110.422625
   110124510     0.023758  110.422728
   110124754     0.023758  110.422734
   110125449     0.023758  110.422750
   110129480     0.023755  110.422846
   110130584     0.023755  110.422872
   110130673     0.023755  110.422875
   110130751     0.023755  110.422876
   110130761     0.023755  110.422877
   110130976     0.023755  110.422882
   110131345     0.023755  110.422891
   110135715     0.023573  110.422994
   110137514     0.023418  110.423037
   110139069     0.024936  110.423073
   110139203     0.026559  110.423076
   110139805     0.033279  110.423092
   110140697     0.054663  110.423122
   110149660     0.054616  110.423612
   110157496     0.047923  110.424040
   110157970     0.035635  110.424063
   110158172     0.026032  110.424070
   110158676     0.021456  110.424083
   110162890     0.021456  110.424174
   110166020     0.021456  110.424241
   110168849     0.021456  110.424301
   110169184     0.021460  110.424309
   110174923     0.179075  110.424432
   110178774     0.020904  110.425121
   110179674     0.020904  110.425140
   110179894     0.020904  110.425145
   110180749     0.020904  110.425163
   110184696     0.020904  110.425245
   110186221     0.020904  110.425277
   110188612     0.020904  110.425327
   110189164     0.020904  110.425339
   110189509     0.020904  110.425346
   110190225     0.020904  110.425361
   110191062     0.020904  110.425378
   110191669     0.020904  110.425391
   110194225     0.020935  110.425444
   110199617     0.020935  110.425557
   110199699     0.020935  110.425559
   110200929     0.020935  110.425585
   110201590     0.020935  110.425599
   110202610     0.020935  110.425620
   110202649     0.020935  110.425621
   110203890     0.020935  110.425647
   110205895     0.022283  110.425689
   110206215     0.023251  110.425696
   110206227     0.023251  110.425696
   110206750     0.023251  110.425708
   110210608     0.023393  110.425798
   110210873     0.023588  110.425804
   110214106     0.024583  110.425880
   110227982     0.310335  110.426221
   110228912     0.431339  110.426510
   110229033     0.445483  110.426562
   110229693     0.047097  110.426856
   110230404     0.047097  110.426890
   110231946     0.047103  110.426962
   110232067     0.047103  110.426968
   110235664     1.191685  110.427138
   110236539     0.914166  110.428180
   110236694     0.382016  110.428322
   110236724     0.048686  110.428333
   110236985     0.046752  110.428346
   110237658     0.046745  110.428378
   110238698     0.046747  110.428426
   110239268     0.046747  110.428453
   110242432     0.096231  110.428601
   110242511     0.155132  110.428608
   110242674     0.465904  110.428634
   110245950     0.490646  110.430160
   110246035     0.517940  110.430202
   110246626     0.856252  110.430508
   110248758     0.856335  110.432333
   110248776     0.856335  110.432349
   110248888     0.856505  110.432445
   110251288     0.854767  110.434500
   110251592     0.852240  110.434760
   110252413     0.430089  110.435460
   110254152     0.429852  110.436208
   110254449     0.429648  110.436335
   110256096     0.429758  110.437043
   110257972     0.429556  110.437849
   110262103     0.390090  110.439624
   110263652     0.343134  110.440228
   110268284     0.341433  110.441817
   110273995     0.341365  110.443767
   110274037     0.341365  110.443782
   110274191     0.341362  110.443834
   110277304     0.377767  110.444897
   110277848     0.377759  110.445102
   110279995     0.377759  110.445913
   110281186     0.377759  110.446363
   110283204     0.377776  110.447126
   110285720     0.377837  110.448076
   110287072     0.377931  110.448587
   110287184     0.253882  110.448629
   110289280     0.254306  110.449161
   110290907     0.269857  110.449575
   110290931     0.286795  110.449582
